candidate,review_threshold,block_threshold,block_evidence,evidence_set,trust_suppression,campaign_review_increment,campaign_block_increment,attack_devices,legitimate_devices,attack_review_or_higher_recall,attack_block_recall,attack_never_detected,legitimate_review_or_higher_rate,legitimate_block_rate,legitimate_reviewed_devices,legitimate_blocked_devices,median_first_review_attempt,p90_first_review_attempt,median_first_block_attempt,p90_first_block_attempt,cumulative_attack_detection,eligible,constraint_failures
r0.5_b0.75_e1_v2_full_trust-none_camp0.0,0.5,0.75,1,v2_full,none,0.0,0.0,468,2133,0.9423,0.8632,27,0.1092,0.0525,233,112,3.0,4.0,4.0,6.699999999999989,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0406}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.1709}, '3': {'review_or_higher_rate': 0.6474, 'block_rate': 0.2778}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.7137}}",False,"legitimate block rate 0.0525 > 0.01; legitimate review+ rate 0.1092 > 0.06; block false positives are not materially rarer than review (block 0.0525, review 0.1092); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e1_v2_full_trust-none_camp0.05,0.5,0.75,1,v2_full,none,0.05,0.02,468,2133,0.9423,0.8568,27,0.1069,0.0516,228,110,3.0,4.0,4.0,6.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0406}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.1624}, '3': {'review_or_higher_rate': 0.6303, 'block_rate': 0.2756}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.7073}}",False,"legitimate block rate 0.0516 > 0.01; legitimate review+ rate 0.1069 > 0.06; block false positives are not materially rarer than review (block 0.0516, review 0.1069); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e1_v2_full_trust-moderate_camp0.0,0.5,0.75,1,v2_full,moderate,0.0,0.0,468,2133,0.9423,0.8483,27,0.1092,0.052,233,111,3.0,4.0,4.0,6.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0406}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.1709}, '3': {'review_or_higher_rate': 0.6474, 'block_rate': 0.2778}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.7137}}",False,"legitimate block rate 0.0520 > 0.01; legitimate review+ rate 0.1092 > 0.06; block false positives are not materially rarer than review (block 0.0520, review 0.1092); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e1_v2_full_trust-moderate_camp0.05,0.5,0.75,1,v2_full,moderate,0.05,0.02,468,2133,0.9423,0.8419,27,0.1069,0.0511,228,109,3.0,4.0,4.0,6.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0406}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.1624}, '3': {'review_or_higher_rate': 0.6303, 'block_rate': 0.2756}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.7073}}",False,"legitimate block rate 0.0511 > 0.01; legitimate review+ rate 0.1069 > 0.06; block false positives are not materially rarer than review (block 0.0511, review 0.1069); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e2_v1_like_trust-none_camp0.0,0.5,0.75,2,v1_like,none,0.0,0.0,468,2133,0.9423,0.6261,27,0.1092,0.0483,233,103,3.0,4.0,5.0,9.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.6474, 'block_rate': 0.047}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.4359}}",False,"legitimate block rate 0.0483 > 0.01; legitimate review+ rate 0.1092 > 0.06; block false positives are not materially rarer than review (block 0.0483, review 0.1092); subscription_dunning block rate 0.2676 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.0800 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e2_v1_like_trust-none_camp0.05,0.5,0.75,2,v1_like,none,0.05,0.02,468,2133,0.9423,0.6239,27,0.1069,0.0474,228,101,3.0,4.0,5.0,9.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.6303, 'block_rate': 0.047}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.4316}}",False,"legitimate block rate 0.0474 > 0.01; legitimate review+ rate 0.1069 > 0.06; block false positives are not materially rarer than review (block 0.0474, review 0.1069); subscription_dunning block rate 0.2676 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.0800 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e2_v1_like_trust-moderate_camp0.0,0.5,0.75,2,v1_like,moderate,0.0,0.0,468,2133,0.9423,0.609,27,0.1092,0.0478,233,102,3.0,4.0,4.0,8.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.6474, 'block_rate': 0.047}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.4359}}",False,"legitimate block rate 0.0478 > 0.01; legitimate review+ rate 0.1092 > 0.06; block false positives are not materially rarer than review (block 0.0478, review 0.1092); subscription_dunning block rate 0.2676 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.0800 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e2_v1_like_trust-moderate_camp0.05,0.5,0.75,2,v1_like,moderate,0.05,0.02,468,2133,0.9423,0.6068,27,0.1069,0.0469,228,100,3.0,4.0,5.0,8.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.6303, 'block_rate': 0.047}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.4316}}",False,"legitimate block rate 0.0469 > 0.01; legitimate review+ rate 0.1069 > 0.06; block false positives are not materially rarer than review (block 0.0469, review 0.1069); subscription_dunning block rate 0.2676 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.0800 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e2_v2_long_horizon_trust-none_camp0.0,0.5,0.75,2,v2_long_horizon,none,0.0,0.0,468,2133,0.9423,0.7885,27,0.1092,0.0525,233,112,3.0,4.0,4.0,7.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.6474, 'block_rate': 0.1517}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.6218}}",False,"legitimate block rate 0.0525 > 0.01; legitimate review+ rate 0.1092 > 0.06; block false positives are not materially rarer than review (block 0.0525, review 0.1092); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e2_v2_long_horizon_trust-none_camp0.05,0.5,0.75,2,v2_long_horizon,none,0.05,0.02,468,2133,0.9423,0.7842,27,0.1069,0.0516,228,110,3.0,4.0,4.0,7.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.6303, 'block_rate': 0.1517}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.6175}}",False,"legitimate block rate 0.0516 > 0.01; legitimate review+ rate 0.1069 > 0.06; block false positives are not materially rarer than review (block 0.0516, review 0.1069); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e2_v2_long_horizon_trust-moderate_camp0.0,0.5,0.75,2,v2_long_horizon,moderate,0.0,0.0,468,2133,0.9423,0.7714,27,0.1092,0.052,233,111,3.0,4.0,4.0,7.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.6474, 'block_rate': 0.1517}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.6218}}",False,"legitimate block rate 0.0520 > 0.01; legitimate review+ rate 0.1092 > 0.06; block false positives are not materially rarer than review (block 0.0520, review 0.1092); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e2_v2_long_horizon_trust-moderate_camp0.05,0.5,0.75,2,v2_long_horizon,moderate,0.05,0.02,468,2133,0.9423,0.7671,27,0.1069,0.0511,228,109,3.0,4.0,4.0,6.199999999999989,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.6303, 'block_rate': 0.1517}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.6175}}",False,"legitimate block rate 0.0511 > 0.01; legitimate review+ rate 0.1069 > 0.06; block false positives are not materially rarer than review (block 0.0511, review 0.1069); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e2_v2_full_trust-none_camp0.0,0.5,0.75,2,v2_full,none,0.0,0.0,468,2133,0.9423,0.8611,27,0.1092,0.0525,233,112,3.0,4.0,4.0,7.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0385}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.1667}, '3': {'review_or_higher_rate': 0.6474, 'block_rate': 0.2671}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.7009}}",False,"legitimate block rate 0.0525 > 0.01; legitimate review+ rate 0.1092 > 0.06; block false positives are not materially rarer than review (block 0.0525, review 0.1092); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e2_v2_full_trust-none_camp0.05,0.5,0.75,2,v2_full,none,0.05,0.02,468,2133,0.9423,0.8547,27,0.1069,0.0516,228,110,3.0,4.0,4.0,7.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0385}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.1603}, '3': {'review_or_higher_rate': 0.6303, 'block_rate': 0.265}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.6944}}",False,"legitimate block rate 0.0516 > 0.01; legitimate review+ rate 0.1069 > 0.06; block false positives are not materially rarer than review (block 0.0516, review 0.1069); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e2_v2_full_trust-moderate_camp0.0,0.5,0.75,2,v2_full,moderate,0.0,0.0,468,2133,0.9423,0.844,27,0.1092,0.052,233,111,3.0,4.0,4.0,6.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0385}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.1667}, '3': {'review_or_higher_rate': 0.6474, 'block_rate': 0.2671}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.7009}}",False,"legitimate block rate 0.0520 > 0.01; legitimate review+ rate 0.1092 > 0.06; block false positives are not materially rarer than review (block 0.0520, review 0.1092); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e2_v2_full_trust-moderate_camp0.05,0.5,0.75,2,v2_full,moderate,0.05,0.02,468,2133,0.9423,0.8376,27,0.1069,0.0511,228,109,3.0,4.0,4.0,6.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0385}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.1603}, '3': {'review_or_higher_rate': 0.6303, 'block_rate': 0.265}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.6944}}",False,"legitimate block rate 0.0511 > 0.01; legitimate review+ rate 0.1069 > 0.06; block false positives are not materially rarer than review (block 0.0511, review 0.1069); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1587 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.1000 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e3_v1_like_trust-none_camp0.0,0.5,0.75,3,v1_like,none,0.0,0.0,468,2133,0.9423,0.5534,27,0.1092,0.0295,233,63,3.0,4.0,5.0,11.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.6474, 'block_rate': 0.0214}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.3739}}",False,"legitimate block rate 0.0295 > 0.01; legitimate review+ rate 0.1092 > 0.06; block false positives are not materially rarer than review (block 0.0295, review 0.1092); network_retry_storm block rate 0.1270 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; subscription_dunning block rate 0.1127 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e3_v1_like_trust-none_camp0.05,0.5,0.75,3,v1_like,none,0.05,0.02,468,2133,0.9423,0.5513,27,0.1069,0.0291,228,62,3.0,4.0,5.0,11.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.6303, 'block_rate': 0.0214}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.3718}}",False,"legitimate block rate 0.0291 > 0.01; legitimate review+ rate 0.1069 > 0.06; block false positives are not materially rarer than review (block 0.0291, review 0.1069); network_retry_storm block rate 0.1270 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; subscription_dunning block rate 0.1127 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; persistent_card_problem_customer block rate 0.1067 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e3_v1_like_trust-moderate_camp0.0,0.5,0.75,3,v1_like,moderate,0.0,0.0,468,2133,0.9423,0.5342,27,0.1092,0.0286,233,61,3.0,4.0,5.0,9.099999999999994,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.6474, 'block_rate': 0.0214}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.3739}}",False,"legitimate block rate 0.0286 > 0.01; legitimate review+ rate 0.1092 > 0.06; block false positives are not materially rarer than review (block 0.0286, review 0.1092); network_retry_storm block rate 0.1270 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; subscription_dunning block rate 0.1127 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e3_v1_like_trust-moderate_camp0.05,0.5,0.75,3,v1_like,moderate,0.05,0.02,468,2133,0.9423,0.5321,27,0.1069,0.0281,228,60,3.0,4.0,5.0,9.200000000000017,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.6303, 'block_rate': 0.0214}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.3718}}",False,"legitimate block rate 0.0281 > 0.01; legitimate review+ rate 0.1069 > 0.06; block false positives are not materially rarer than review (block 0.0281, review 0.1069); network_retry_storm block rate 0.1270 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; subscription_dunning block rate 0.1127 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; persistent_card_problem_customer block rate 0.1067 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e3_v2_long_horizon_trust-none_camp0.0,0.5,0.75,3,v2_long_horizon,none,0.0,0.0,468,2133,0.9423,0.6859,27,0.1092,0.0502,233,107,3.0,4.0,5.0,8.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.6474, 'block_rate': 0.0235}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.4979}}",False,"legitimate block rate 0.0502 > 0.01; legitimate review+ rate 0.1092 > 0.06; block false positives are not materially rarer than review (block 0.0502, review 0.1092); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.0900 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e3_v2_long_horizon_trust-none_camp0.05,0.5,0.75,3,v2_long_horizon,none,0.05,0.02,468,2133,0.9423,0.6816,27,0.1069,0.0492,228,105,3.0,4.0,5.0,8.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.6303, 'block_rate': 0.0235}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.4936}}",False,"legitimate block rate 0.0492 > 0.01; legitimate review+ rate 0.1069 > 0.06; block false positives are not materially rarer than review (block 0.0492, review 0.1069); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.0900 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
r0.5_b0.75_e3_v2_long_horizon_trust-moderate_camp0.0,0.5,0.75,3,v2_long_horizon,moderate,0.0,0.0,468,2133,0.9423,0.6688,27,0.1092,0.0502,233,107,3.0,4.0,5.0,7.0,"{'1': {'review_or_higher_rate': 0.1132, 'block_rate': 0.0}, '2': {'review_or_higher_rate': 0.2949, 'block_rate': 0.0}, '3': {'review_or_higher_rate': 0.6474, 'block_rate': 0.0235}, '5': {'review_or_higher_rate': 0.8974, 'block_rate': 0.4979}}",False,"legitimate block rate 0.0502 > 0.01; legitimate review+ rate 0.1092 > 0.06; block false positives are not materially rarer than review (block 0.0502, review 0.1092); subscription_dunning block rate 0.2958 > 0.0600; subscription_dunning review+ rate 0.3944 > 0.3000; network_retry_storm block rate 0.1429 > 0.0600; network_retry_storm review+ rate 0.3016 > 0.3000; persistent_card_problem_customer block rate 0.1200 > 0.0600; micro_payment_customer block rate 0.0900 > 0.0600; household_shared_device block rate 0.0748 > 0.0600; mobile_network_churn block rate 0.0645 > 0.0600"
